Date,Patient Residence,geolocation,State,Naloxone Prescription Count,"Naloxone Rate per 1,000 Residents",Opiate Agonist Prescription Count,"Opiate Agonist Rate per 1,000 Residents",Opiate Partial Agonist Prescription Count,"Opiate Partial Agonist Rate per 1,000 Residents",Benzodiazepine Prescription Count,"Benzodiazepine Rate per 1,000 Residents",Stimulant Prescription Count,"Stimulant Rate per 1,000 Residents",Gabapentin Prescription Count,"Gabapentin Rate per 1,000 Residents"
2023 Quarter 1,Canton,POINT (-72.89936 41.82742),CT,11,1.09,814,80.73,103,10.22,828,82.12,846,83.9,469,46.51
2024 Quarter 4,Haddam,POINT (-72.50472 41.47439),CT,10,1.14,782,89.14,171,19.49,756,86.17,889,101.33,560,63.83
2024 Quarter 4,South Windsor,POINT (-72.56027 41.82628),CT,21,0.78,1881,70.26,274,10.23,2129,79.52,2082,77.76,1389,51.88
2024 Quarter 3,Ledyard,POINT (-72.01819 41.44541),CT,11,0.71,1332,86.16,227,14.68,1345,87,2067,133.71,849,54.92
2023 Quarter 4,Willington,POINT (-72.30139 41.87944),CT,6,1.08,514,92.71,84,15.15,449,80.99,452,81.53,264,47.62
2023 Quarter 1,Ledyard,POINT (-72.01819 41.44541),CT,29,1.89,1357,88.48,239,15.58,1436,93.64,1770,115.41,862,56.21
2023 Quarter 2,Killingly,POINT (-71.88486 41.80419),CT,32,1.8,2173,122.48,631,35.57,2024,114.08,1652,93.11,1636,92.21
2024 Quarter 2,Roxbury,POINT (-73.31102 41.56218),CT,3,1.32,187,82.05,4,1.76,179,78.54,177,77.67,106,46.51
2023 Quarter 2,North Haven,POINT (-72.85793 41.39345),CT,38,1.57,2387,98.76,563,23.29,2809,116.22,2235,92.47,1216,50.31
2023 Quarter 3,Essex,POINT (-72.39087 41.35324),CT,2,0.29,457,67.28,115,16.93,724,106.58,504,74.19,418,61.53
2024 Quarter 4,Newington,POINT (-72.71909 41.69555),CT,23,0.74,2489,79.71,456,14.6,2804,89.79,2543,81.44,1646,52.71
2022 Quarter 3,Ashford,POINT (-72.189 41.86322),CT,9,2.15,484,115.62,50,11.94,428,102.25,356,85.05,294,70.23
2025 Quarter 1,Bridgeport,POINT (-73.19064 41.18213),CT,324,2.19,11434,77.24,1865,12.6,6704,45.29,4785,32.32,5990,40.47
2022 Quarter 4,Coventry,POINT (-72.30498 41.77009),CT,6,0.49,1050,86.03,264,21.63,1355,111.02,1067,87.42,1067,87.42
2024 Quarter 1,Ashford,POINT (-72.189 41.86322),CT,4,0.95,447,105.87,56,13.26,380,90,396,93.79,307,72.71
2022 Quarter 1,West Hartford,POINT (-72.74434 41.75922),CT,15,0.23,714,11.15,186,2.91,945,14.76,653,10.2,441,6.89
2025 Quarter 1,Rocky Hill,POINT (-72.63901 41.66857),CT,9,0.43,1403,67.75,267,12.89,1906,92.04,1565,75.57,935,45.15
2024 Quarter 1,Westbrook,POINT (-72.44255 41.28353),CT,12,1.75,686,100,164,23.91,913,133.09,815,118.8,461,67.2
2023 Quarter 4,East Haddam,POINT (-72.46388 41.45985),CT,6,0.67,1048,117.11,199,22.24,858,95.88,858,95.88,572,63.92
2023 Quarter 2,Montville,POINT (-72.13662 41.45396),CT,26,1.41,2034,110.08,564,30.52,1781,96.38,2020,109.32,1508,81.61
2024 Quarter 1,Orange,POINT (-73.00012 41.26807),CT,17,1.19,1465,102.75,140,9.82,1760,123.44,1178,82.62,624,43.76
2022 Quarter 4,Windsor,POINT (-72.64351 41.85179),CT,13,0.44,2289,77.92,297,10.11,2164,73.67,1750,59.57,1750,59.57
2023 Quarter 1,West Hartford,POINT (-72.74434 41.75922),CT,33,0.52,3388,52.96,516,8.07,5327,83.27,5977,93.43,2892,45.21
2022 Quarter 2,Beacon Falls,POINT (-73.06031 41.44505),CT,7,1.17,729,121.64,121,20.19,614,102.45,474,79.09,369,61.57
2023 Quarter 3,Middlefield,POINT (-72.71217 41.51513),CT,6,1.41,376,88.51,95,22.36,528,124.29,365,85.92,269,63.32
2022 Quarter 3,Hebron,POINT (-72.35799 41.66031),CT,5,0.55,839,92.54,173,19.08,904,99.71,854,94.2,453,49.97
2023 Quarter 4,Branford,POINT (-72.81344 41.28321),CT,46,1.63,3282,116.6,594,21.1,4646,165.06,2952,104.87,1995,70.88
2024 Quarter 3,Greenwich,POINT (-73.63981 41.06425),CT,17,0.27,2436,38.32,371,5.84,5159,81.15,7000,110.11,1991,31.32
2023 Quarter 2,Glastonbury,POINT (-72.60499 41.71227),CT,26,0.74,2122,60.54,252,7.19,3067,87.49,3263,93.08,1536,43.82
2022 Quarter 2,Bristol,POINT (-72.94661 41.67574),CT,121,1.99,7857,129.26,1900,31.26,6882,113.22,4503,74.08,4580,75.35
2024 Quarter 3,Vernon,POINT (-72.44806 41.86753),CT,19,0.62,3518,114.98,786,25.69,3573,116.78,2689,87.89,2361,77.17
2023 Quarter 2,Weston,POINT (-73.38307 41.22438),CT,0,0,520,50.31,43,4.16,827,80.01,1492,144.35,250,24.19
2025 Quarter 1,Brooklyn,POINT (-71.94964 41.78716),CT,6,0.7,800,92.89,165,19.16,822,95.45,873,101.37,553,64.21
2024 Quarter 4,Granby,POINT (-72.78526 41.95258),CT,8,0.71,935,83.12,102,9.07,895,79.56,958,85.16,617,54.85
2023 Quarter 4,Haddam,POINT (-72.50472 41.47439),CT,16,1.85,754,86.97,138,15.92,784,90.43,834,96.19,569,65.63
2023 Quarter 3,Preston,POINT (-71.98967 41.52951),CT,9,1.86,452,93.39,90,18.6,518,107.02,577,119.21,299,61.78
2024 Quarter 3,New Haven,POINT (-72.92432 41.30801),CT,516,3.81,10915,80.66,3180,23.5,7196,53.18,7256,53.62,7870,58.16
2022 Quarter 1,East Haven,POINT (-72.87169 41.27789),CT,98,3.52,4559,163.56,1100,39.46,3644,130.73,1961,70.35,2825,101.35
2024 Quarter 1,East Haddam,POINT (-72.46388 41.45985),CT,8,0.89,1085,121.24,196,21.9,879,98.22,892,99.68,640,71.52
2024 Quarter 2,Granby,POINT (-72.78526 41.95258),CT,5,0.45,816,73.91,101,9.15,894,80.97,1003,90.84,623,56.43
2023 Quarter 1,Orange,POINT (-73.00012 41.26807),CT,14,0.98,1542,108.24,153,10.74,1710,120.03,1092,76.65,663,46.54
2024 Quarter 1,New Canaan,POINT (-73.49182 41.14598),CT,8,0.39,960,46.21,78,3.75,1811,87.17,2766,133.14,799,38.46
2023 Quarter 1,Danbury,POINT (-73.45359 41.39268),CT,135,1.56,5698,65.68,709,8.17,5073,58.47,5116,58.97,3399,39.18
2024 Quarter 4,Winchester,POINT (-73.06812 41.92118),CT,15,1.47,1347,131.59,325,31.75,1430,139.7,990,96.72,838,81.87
2023 Quarter 1,Wolcott,POINT (-72.98422 41.57883),CT,19,1.18,1696,104.95,316,19.55,1904,117.82,1309,81,937,57.98
2022 Quarter 3,Meriden,POINT (-72.7981 41.53653),CT,156,2.58,7179,118.63,2388,39.46,5782,95.54,3951,65.29,3929,64.92
2022 Quarter 1,Cheshire,POINT (-72.89911 41.51169),CT,14,0.49,1936,67.39,343,11.94,2425,84.41,2092,72.82,1200,41.77
2023 Quarter 2,Somers,POINT (-72.44013 41.98825),CT,12,1.17,884,86,227,22.08,926,90.09,747,72.67,923,89.79
2023 Quarter 2,East  Hampton,POINT (-72.50529 41.57999),CT,15,1.17,1199,93.13,199,15.46,1281,99.5,1222,94.92,641,49.79
2023 Quarter 3,Cromwell,POINT (-72.6535 41.61653),CT,30,2.1,1503,104.98,247,17.25,1805,126.07,1258,87.87,803,56.09
2022 Quarter 2,Roxbury,POINT (-73.31102 41.56218),CT,3,1.33,173,76.55,6,2.65,176,77.88,162,71.68,90,39.82
2024 Quarter 2,New Haven,POINT (-72.92432 41.30801),CT,535,3.85,10665,76.77,2457,17.69,7369,53.05,7225,52.01,8021,57.74
2024 Quarter 4,Waterford,POINT (-72.13852 41.34593),CT,14,0.71,2315,116.75,363,18.31,2647,133.49,2825,142.47,1579,79.63
2024 Quarter 4,Manchester,POINT (-72.52069 41.769),CT,52,0.88,4777,80.41,1219,20.52,4840,81.47,4652,78.31,3650,61.44
2024 Quarter 2,South Windsor,POINT (-72.56027 41.82628),CT,8,0.3,1793,66.95,243,9.07,2092,78.11,2048,76.47,1427,53.28
2024 Quarter 2,Sharon,POINT (-73.47017 41.88513),CT,16,5.87,258,94.71,35,12.85,269,98.75,218,80.03,184,67.55
2024 Quarter 4,Hampton,POINT (-72.05504 41.78333),CT,4,2.3,250,143.68,31,17.82,237,136.21,218,125.29,116,66.67
2024 Quarter 1,Bethany,POINT (-73.00346 41.42245),CT,3,0.57,406,76.94,76,14.4,452,85.65,606,114.84,280,53.06
2024 Quarter 2,Middlebury,POINT (-73.12099 41.5278),CT,4,0.51,572,73.27,71,9.09,730,93.51,810,103.75,308,39.45
2024 Quarter 1,Darien,POINT (-73.47714 41.0696),CT,6,0.27,830,37.85,67,3.06,1616,73.7,2767,126.2,590,26.91
2022 Quarter 2,Sprague,POINT (-72.08483 41.61708),CT,5,1.68,458,154.05,182,61.22,357,120.08,239,80.39,273,91.83
2025 Quarter 1,Goshen,POINT (-73.23131 41.83122),CT,3,0.93,234,72.4,59,18.25,277,85.71,219,67.76,183,56.62
2024 Quarter 3,Darien,POINT (-73.47714 41.0696),CT,4,0.18,817,37.1,92,4.18,1633,74.16,2958,134.33,626,28.43
2024 Quarter 1,Seymour,POINT (-73.08051 41.39761),CT,29,1.73,1980,117.79,350,20.82,1498,89.12,1555,92.51,1035,61.57
2022 Quarter 2,Waterford,POINT (-72.13852 41.34593),CT,25,1.28,2365,121.18,393,20.14,2712,138.96,2271,116.37,1512,77.47
2025 Quarter 1,Vernon,POINT (-72.44806 41.86753),CT,38,1.24,3530,115.37,798,26.08,3422,111.84,2865,93.64,2334,76.28
2022 Quarter 4,Groton,POINT (-72.07151 41.35486),CT,49,1.27,2668,69.38,959,24.94,2771,72.06,2625,68.26,2625,68.26
2024 Quarter 1,Bridgeport,POINT (-73.19064 41.18213),CT,389,2.62,11905,80.23,1369,9.23,7173,48.34,4306,29.02,6506,43.85
2025 Quarter 1,East Haddam,POINT (-72.46388 41.45985),CT,14,1.56,1065,118.5,178,19.81,876,97.47,891,99.14,636,70.77
2024 Quarter 2,Bethel,POINT (-73.39842 41.38578),CT,13,0.63,1884,91.08,191,9.23,2137,103.32,2272,109.84,1165,56.32
2024 Quarter 4,Plainfield,POINT (-71.91829 41.68003),CT,22,1.45,1892,124.53,582,38.31,1792,117.95,1722,113.34,1449,95.37
2022 Quarter 3,North Stonington,POINT (-71.90452 41.45301),CT,3,0.58,366,71.25,86,16.74,370,72.03,479,93.25,237,46.14
2024 Quarter 3,Preston,POINT (-71.98967 41.52951),CT,4,0.83,476,98.57,90,18.64,505,104.58,642,132.95,514,106.44
2025 Quarter 1,Plainfield,POINT (-71.91829 41.68003),CT,18,1.18,1841,121.17,528,34.75,1762,115.97,1772,116.63,1382,90.96
2022 Quarter 1,Durham,POINT (-72.68039 41.47169),CT,7,0.98,558,78.03,114,15.94,719,100.55,533,74.54,317,44.33
2024 Quarter 4,Eastford,POINT (-72.07648 41.90571),CT,2,1.18,160,94.73,28,16.58,112,66.31,151,89.4,94,55.65
2024 Quarter 1,Woodbridge,POINT (-73.01207 41.35443),CT,6,0.66,535,59.11,92,10.16,725,80.1,934,103.19,374,41.32
2023 Quarter 4,Middletown,POINT (-72.64977 41.56268),CT,253,5.19,4882,100.19,1482,30.41,4765,97.79,4003,82.15,3302,67.76
2024 Quarter 3,Branford,POINT (-72.81344 41.28321),CT,46,1.64,3081,109.91,705,25.15,4396,156.83,3167,112.98,2126,75.84
2023 Quarter 4,Eastford,POINT (-72.07648 41.90571),CT,0,0,133,79.4,13,7.76,101,60.3,123,73.43,80,47.76
2024 Quarter 2,Norwalk,POINT (-73.40765 41.11366),CT,51,0.56,5319,58.19,564,6.17,5970,65.32,6282,68.73,3613,39.53
2024 Quarter 1,Southbury,POINT (-73.22107 41.47965),CT,13,0.65,1776,88.89,116,5.81,1912,95.7,1774,88.79,1059,53.01
2022 Quarter 1,Chester,POINT (-72.44903 41.4023),CT,2,0.53,432,115.38,59,15.76,446,119.12,315,84.13,188,50.21
2023 Quarter 4,Ledyard,POINT (-72.01819 41.44541),CT,13,0.84,1320,85.4,235,15.2,1331,86.12,1888,122.15,800,51.76
2024 Quarter 4,Colebrook,POINT (-73.11155 42.0129),CT,3,2.19,151,110.38,34,24.85,123,89.91,91,66.52,85,62.13
2022 Quarter 4,Union,POINT (-72.15536 41.99378),CT,0,0,61,78.1,0,0,26,33.29,23,29.45,23,29.45
2022 Quarter 2,New Britain,POINT (-72.78215 41.66772),CT,139,1.88,7892,106.47,2367,31.93,5811,78.39,3529,47.61,4463,60.21
2022 Quarter 3,Farmington,POINT (-72.83774 41.71291),CT,21,0.79,1970,73.94,254,9.53,2263,84.93,1948,73.11,1211,45.45
2024 Quarter 2,Oxford,POINT (-73.12356 41.43916),CT,14,1.08,1408,108.8,160,12.36,1191,92.03,1264,97.67,717,55.41
2022 Quarter 1,Franklin,POINT (-72.14672 41.61149),CT,0,0,142,76.22,29,15.57,196,105.21,129,69.24,74,39.72
2023 Quarter 3,East Hartford,POINT (-72.64401 41.76897),CT,71,1.4,4475,88.23,912,17.98,3401,67.06,2090,41.21,2869,56.57
2024 Quarter 1,Griswold,POINT (-71.93757 41.58487),CT,15,1.3,1549,134.59,545,47.35,1492,129.64,1662,144.41,1047,90.97
2023 Quarter 1,Enfield,POINT (-72.57439 41.9984),CT,51,1.21,4227,100.57,1115,26.53,4142,98.55,3112,74.04,2810,66.86
2023 Quarter 4,Old Lyme,POINT (-72.33425 41.32392),CT,3,0.39,685,89.15,128,16.66,961,125.07,1003,130.53,357,46.46
2022 Quarter 1,Bridgeport,POINT (-73.19064 41.18213),CT,416,2.8,12788,86,1406,9.46,7928,53.32,3833,25.78,6433,43.26
2024 Quarter 3,Burlington,POINT (-72.96183 41.76759),CT,9,0.92,680,69.77,121,12.42,799,81.98,911,93.47,463,47.51
2022 Quarter 4,Hartford,POINT (-72.67397 41.76381),CT,351,2.91,7907,65.58,2214,18.36,5061,41.97,3708,30.75,3708,30.75
2024 Quarter 3,Norwalk,POINT (-73.40765 41.11366),CT,53,0.57,5162,55.83,637,6.89,6022,65.13,6206,67.12,3658,39.56
2024 Quarter 1,Marlborough,POINT (-72.45984 41.63149),CT,6,0.98,763,124.9,70,11.46,598,97.89,663,108.53,310,50.74
2024 Quarter 4,Sherman,POINT (-73.49254 41.58031),CT,1,0.28,212,60.06,15,4.25,226,64.02,358,101.42,143,40.51
2025 Quarter 1,Bolton,POINT (-72.44233 41.79117),CT,3,0.62,482,99.71,96,19.86,427,88.33,442,91.44,291,60.2
2022 Quarter 2,Bridgewater,POINT (-73.36584 41.53374),CT,1,0.6,122,73.54,10,6.03,137,82.58,137,82.58,55,33.15
2024 Quarter 3,Lebanon,POINT (-72.20098 41.64541),CT,49,6.89,780,109.74,219,30.81,629,88.49,647,91.02,543,76.39
2024 Quarter 2,Thomaston,POINT (-73.07407 41.67348),CT,10,1.34,822,110.07,189,25.31,822,110.07,629,84.23,479,64.14
2023 Quarter 4,Putnam,POINT (-71.90959 41.91616),CT,29,3.12,952,102.34,266,28.6,895,96.22,974,104.71,612,65.79
2023 Quarter 1,East Lyme,POINT (-72.22334 41.36844),CT,34,1.8,1660,88.07,339,17.99,2221,117.83,2036,108.02,1296,68.76
2023 Quarter 1,Plainville,POINT (-72.86727 41.6698),CT,26,1.49,1934,110.86,538,30.84,1944,111.44,1390,79.68,1154,66.15
2022 Quarter 3,Darien,POINT (-73.47714 41.0696),CT,6,0.28,846,39.35,64,2.98,1587,73.81,2637,122.65,649,30.19
2022 Quarter 3,Woodbridge,POINT (-73.01207 41.35443),CT,5,0.55,611,67.55,96,10.61,752,83.14,849,93.86,343,37.92
2024 Quarter 4,Bozrah,POINT (-72.15061 41.56752),CT,6,2.49,351,145.52,85,35.24,316,131.01,309,128.11,252,104.48
2022 Quarter 1,Plymouth,POINT (-73.05273 41.67196),CT,17,1.46,1706,146.21,371,31.8,1406,120.5,894,76.62,803,68.82
2024 Quarter 4,Enfield,POINT (-72.57439 41.9984),CT,46,1.13,3966,97.22,1147,28.12,3765,92.3,3602,88.3,2705,66.31
2023 Quarter 4,Wallingford,POINT (-72.81835 41.45417),CT,71,1.61,4868,110.59,1121,25.47,5205,118.25,3885,88.26,3066,69.65
2024 Quarter 4,Ansonia,POINT (-73.07875 41.34319),CT,54,2.84,2529,133.05,449,23.62,1604,84.39,1484,78.07,1147,60.34
2023 Quarter 4,Middlefield,POINT (-72.71217 41.51513),CT,3,0.71,391,92.04,85,20.01,530,124.76,409,96.28,245,57.67
2022 Quarter 4,Middlebury,POINT (-73.12099 41.5278),CT,1,0.13,623,81.08,78,10.15,748,97.35,784,102.03,784,102.03
2023 Quarter 4,Thompson,POINT (-71.86424 41.95972),CT,11,1.18,660,70.85,156,16.75,596,63.98,724,77.72,483,51.85
2022 Quarter 4,Portland,POINT (-72.63703 41.57771),CT,33,3.49,942,99.56,284,30.01,1072,113.3,909,96.07,909,96.07
2023 Quarter 1,Windham,POINT (-72.15472 41.69996),CT,100,4.1,2802,115.02,873,35.83,1990,81.68,1612,66.17,1998,82.01
2024 Quarter 1,Willington,POINT (-72.30139 41.87944),CT,6,1.08,528,95.24,87,15.69,466,84.05,471,84.96,253,45.63
2023 Quarter 2,Lisbon,POINT (-72.01016 41.60741),CT,6,1.43,421,100.29,123,29.3,457,108.86,332,79.09,263,62.65
2023 Quarter 1,Clinton,POINT (-72.52778 41.27864),CT,22,1.64,1545,115.3,438,32.69,1762,131.49,1449,108.13,891,66.49
2023 Quarter 1,Madison,POINT (-72.59507 41.27973),CT,18,1.02,1190,67.54,253,14.36,1907,108.24,2133,121.06,880,49.95
2023 Quarter 1,Sherman,POINT (-73.49254 41.58031),CT,1,0.28,224,63.62,8,2.27,245,69.58,327,92.87,104,29.54
2022 Quarter 1,Shelton,POINT (-73.1091 41.3226),CT,54,1.32,4129,101.31,658,16.14,4065,99.74,2916,71.55,2062,50.59
2022 Quarter 3,Berlin,POINT (-72.74506 41.62316),CT,14,0.7,1466,72.89,351,17.45,1717,85.37,1216,60.46,914,45.44
2024 Quarter 3,Stonington,POINT (-71.90642 41.33592),CT,42,2.28,2129,115.51,436,23.66,2686,145.73,3068,166.46,1590,86.27
2023 Quarter 4,Southbury,POINT (-73.22107 41.47965),CT,7,0.35,1818,91,151,7.56,1886,94.4,1657,82.94,1046,52.35
2023 Quarter 4,Newtown,POINT (-73.3087 41.41327),CT,15,0.54,2167,78.58,282,10.23,2360,85.58,2974,107.84,1344,48.74
2025 Quarter 1,Westport,POINT (-73.35935 41.14149),CT,11,0.4,1435,52.24,111,4.04,2424,88.24,3665,133.42,1000,36.4
2024 Quarter 2,Greenwich,POINT (-73.63981 41.06425),CT,42,0.66,2695,42.35,345,5.42,5220,82.03,7172,112.7,2079,32.67
2024 Quarter 1,Norwich,POINT (-72.07568 41.52676),CT,80,2,4154,103.83,1478,36.94,4138,103.43,4056,101.38,3602,90.03
2024 Quarter 3,Torrington,POINT (-73.0862 41.80137),CT,112,3.15,4766,134.06,1343,37.78,4834,135.98,3267,91.9,3278,92.21
2023 Quarter 2,New Canaan,POINT (-73.49182 41.14598),CT,5,0.24,925,44.62,61,2.94,1936,93.38,2759,133.08,877,42.3
2022 Quarter 3,Burlington,POINT (-72.96183 41.76759),CT,6,0.63,796,82.99,113,11.78,835,87.06,738,76.95,439,45.77
2023 Quarter 4,Bethel,POINT (-73.39842 41.38578),CT,21,1.02,1823,88.14,178,8.61,2027,98,2089,101,947,45.78
2024 Quarter 4,Stafford,POINT (-72.28626 41.98679),CT,8,0.69,1493,129.07,277,23.95,1100,95.1,1141,98.64,900,77.81
2025 Quarter 1,North Branford,POINT (-72.79389 41.33239),CT,6,0.45,1356,101.08,350,26.09,1580,117.78,1465,109.21,773,57.62
2022 Quarter 2,Colchester,POINT (-72.32694 41.5749),CT,21,1.35,2068,133.01,475,30.55,1904,122.46,1690,108.7,988,63.55
2024 Quarter 1,Plymouth,POINT (-73.05273 41.67196),CT,16,1.37,1422,121.42,320,27.32,1338,114.25,1126,96.15,784,66.95
2023 Quarter 3,Eastford,POINT (-72.07648 41.90571),CT,3,1.79,146,87.16,12,7.16,90,53.73,132,78.81,81,48.36
2023 Quarter 3,Rocky Hill,POINT (-72.63901 41.66857),CT,25,1.21,1490,71.94,310,14.97,2031,98.06,1460,70.49,923,44.56
2023 Quarter 2,Old Lyme,POINT (-72.33425 41.32392),CT,8,1.06,766,101.1,133,17.55,934,123.27,967,127.62,473,62.43
2022 Quarter 4,Deep River,POINT (-72.43506 41.3833),CT,8,1.79,475,106.45,89,19.95,589,132,496,111.16,496,111.16
2022 Quarter 3,Scotland,POINT (-72.08296 41.69848),CT,0,0,61,38.9,12,7.65,69,44.01,40,25.51,40,25.51
2022 Quarter 1,Westport,POINT (-73.35935 41.14149),CT,9,0.33,1335,49.21,130,4.79,2594,95.62,3440,126.81,840,30.96
2024 Quarter 2,Cheshire,POINT (-72.89911 41.51169),CT,14,0.48,1919,66.19,360,12.42,2332,80.43,2742,94.57,1618,55.8
2024 Quarter 4,Hartford,POINT (-72.67397 41.76381),CT,308,2.57,7264,60.7,2330,19.47,4543,37.96,4308,36,6494,54.27
2023 Quarter 1,Tolland,POINT (-72.37401 41.87454),CT,13,0.9,1026,70.7,134,9.23,1119,77.11,1165,80.28,723,49.82
2023 Quarter 2,Griswold,POINT (-71.93757 41.58487),CT,26,2.28,1555,136.32,572,50.14,1488,130.45,1534,134.48,1068,93.63
2022 Quarter 4,Franklin,POINT (-72.14672 41.61149),CT,3,1.61,173,92.91,32,17.19,186,99.89,162,87,162,87
2024 Quarter 3,Plymouth,POINT (-73.05273 41.67196),CT,16,1.36,1395,118.56,320,27.2,1250,106.24,1057,89.84,845,71.82
2022 Quarter 4,Southington,POINT (-72.87813 41.60022),CT,34,0.78,4197,96.48,889,20.44,4586,105.43,3373,77.54,3373,77.54
2023 Quarter 2,Bethel,POINT (-73.39842 41.38578),CT,14,0.68,1988,96.8,195,9.5,2029,98.8,2112,102.84,973,47.38
2024 Quarter 4,Danbury,POINT (-73.45359 41.39268),CT,202,2.35,5382,62.49,1010,11.73,4933,57.28,5452,63.3,3244,37.67
2024 Quarter 1,Colchester,POINT (-72.32694 41.5749),CT,26,1.67,1994,128.05,372,23.89,1801,115.66,1737,111.55,947,60.81
2025 Quarter 1,Tolland,POINT (-72.37401 41.87454),CT,6,0.41,1080,74.1,136,9.33,1156,79.32,1386,95.1,811,55.65
2023 Quarter 3,Litchfield,POINT (-73.18895 41.74626),CT,13,1.57,765,92.4,118,14.25,948,114.51,703,84.91,551,66.55
2024 Quarter 1,Windham,POINT (-72.15472 41.69996),CT,82,3.36,2717,111.36,796,32.62,2027,83.08,1768,72.46,2145,87.91
2022 Quarter 2,Canaan,POINT (-73.301162 41.965661),CT,3,2.78,478,442.18,116,107.31,359,332.1,270,249.77,261,241.44
2022 Quarter 1,Canaan,POINT (-73.301162 41.965661),CT,3,2.78,517,478.26,107,98.98,365,337.65,264,244.22,295,272.9
2023 Quarter 3,Stafford,POINT (-72.28626 41.98679),CT,6,0.52,1416,123.68,294,25.68,1174,102.54,987,86.21,849,74.15
2023 Quarter 4,Hartland,POINT (-72.90676 41.99858),CT,1,0.52,95,49.79,18,9.43,89,46.65,148,77.57,66,34.59
2025 Quarter 1,Canterbury,POINT (-71.9928 41.69798),CT,4,0.78,527,102.53,105,20.43,476,92.61,512,99.61,364,70.82
2023 Quarter 4,Stonington,POINT (-71.90642 41.33592),CT,24,1.3,2195,118.78,340,18.4,2661,143.99,2779,150.38,1335,72.24
2024 Quarter 3,Bridgeport,POINT (-73.19064 41.18213),CT,457,3.09,12180,82.28,2144,14.48,7156,48.34,4311,29.12,6773,45.75
2022 Quarter 3,Milford,POINT (-73.05721 41.2253),CT,86,1.64,5919,112.98,1020,19.47,6330,120.82,4270,81.5,2746,52.41
2023 Quarter 2,Chester,POINT (-72.44903 41.4023),CT,5,1.33,431,114.87,36,9.59,435,115.94,324,86.35,230,61.3
2024 Quarter 4,Coventry,POINT (-72.30498 41.77009),CT,6,0.49,1071,87.02,238,19.34,1239,100.67,1303,105.87,807,65.57
2024 Quarter 1,Simsbury,POINT (-72.79998 41.8805),CT,13,0.52,1669,66.93,162,6.5,2093,83.94,2549,102.23,1045,41.91
2022 Quarter 1,Easton,POINT (-73.30322 41.25238),CT,19,2.5,1409,185.32,259,34.07,1321,173.75,651,85.62,710,93.38
2024 Quarter 2,New Britain,POINT (-72.78215 41.66772),CT,147,1.98,7369,99.05,1741,23.4,5516,74.14,3911,52.57,4447,59.77
2023 Quarter 2,Sharon,POINT (-73.47017 41.88513),CT,11,4.11,384,143.55,31,11.59,302,112.9,194,72.52,170,63.55
2022 Quarter 1,New London,POINT (-72.09624 41.35651),CT,31,1.13,2728,99.65,519,18.96,3252,118.79,2143,78.28,1430,52.24
2022 Quarter 4,North Branford,POINT (-72.79389 41.33239),CT,17,1.26,1363,100.98,331,24.52,1761,130.46,1249,92.53,1249,92.53
2023 Quarter 4,Windsor Locks,POINT (-72.62737 41.92862),CT,10,0.8,1297,103.45,259,20.66,1279,102.02,965,76.97,810,64.61
2024 Quarter 2,Farmington,POINT (-72.83774 41.71291),CT,12,0.45,1715,64.16,211,7.89,2045,76.51,2261,84.59,1152,43.1
2023 Quarter 2,Woodstock,POINT (-71.98144 41.95623),CT,7,0.85,592,72.01,78,9.49,503,61.18,640,77.85,395,48.05
2022 Quarter 2,Putnam,POINT (-71.90959 41.91616),CT,28,3.04,924,100.23,237,25.71,923,100.12,957,103.81,773,83.85
2023 Quarter 1,New Milford,POINT (-73.41375 41.57871),CT,28,0.99,2729,96.83,351,12.45,2143,76.04,2494,88.5,1447,51.34
2024 Quarter 3,Farmington,POINT (-72.83774 41.71291),CT,13,0.49,1675,62.5,246,9.18,1941,72.43,2216,82.69,1176,43.88
2024 Quarter 1,Easton,POINT (-73.30322 41.25238),CT,8,1.05,1075,140.89,174,22.8,1224,160.42,1262,165.4,614,80.47
2023 Quarter 2,Derby,POINT (-73.08964 41.32349),CT,31,2.53,1655,134.84,335,27.29,1183,96.38,956,77.89,643,52.39
2022 Quarter 3,Marlborough,POINT (-72.45984 41.63149),CT,5,0.82,828,135.89,72,11.82,665,109.14,580,95.19,292,47.92
2023 Quarter 3,North Stonington,POINT (-71.90452 41.45301),CT,7,1.35,337,65.13,90,17.39,378,73.06,459,88.71,231,44.65
2022 Quarter 2,Weston,POINT (-73.38307 41.22438),CT,2,0.19,548,52.9,44,4.25,848,81.85,1445,139.48,235,22.68
2024 Quarter 4,Lisbon,POINT (-72.01016 41.60741),CT,3,0.71,389,92.01,118,27.91,430,101.7,440,104.07,281,66.46
2022 Quarter 1,Watertown,POINT (-73.11894 41.60552),CT,15,0.68,2344,106.14,354,16.03,2370,107.32,1458,66.02,1039,47.05
2024 Quarter 2,Ellington,POINT (-72.46909 41.90438),CT,5,0.29,1304,76.81,194,11.43,1429,84.17,1399,82.41,801,47.18
2022 Quarter 2,Guilford,POINT (-72.68142 41.28424),CT,25,1.13,1887,85.6,337,15.29,2775,125.88,2324,105.42,1162,52.71
2025 Quarter 1,Southbury,POINT (-73.22107 41.47965),CT,8,0.4,1794,89.13,176,8.74,1894,94.1,1796,89.23,1067,53.01
2024 Quarter 4,Wolcott,POINT (-72.98422 41.57883),CT,10,0.61,1746,107.06,312,19.13,1828,112.09,1490,91.36,886,54.33
2024 Quarter 2,Salem,POINT (-72.27692 41.49236),CT,3,0.69,476,110.03,77,17.8,380,87.84,472,109.11,265,61.26
